hospital_id,description,code1,code1_type,code2,code2_type,code3,code3_type,billing_class,setting,drug_unit_of_measurement,drug_type_of_measurement,modifiers,standard_charge_gross,standard_charge_discounted_cash,payer_name,plan_name,standard_charge_negotiated_dollar,standard_charge_negotiated_percentage,standard_charge_negotiated_algorithm,estimated_amount,standard_charge_methodology,standard_charge_min,standard_charge_max,additional_generic_notes
H001,Level 2 Type A ED Visits,5022,APC,,,,,facility,outpatient,,,,,,Aetna,Better Health Medicaid Managed Care Plan,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",375.92,other,15.97,1520,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H001,Level 2 Type A ED Visits,5022,APC,,,,,facility,outpatient,,,,,,AvMed,All Commercial Plans,,54,,719.71,percent of total billed charges,15.97,1520,
H001,Level 2 Type A ED Visits,5022,APC,,,,,facility,outpatient,,,,,,BCBS,Tier 1 All Commercial Plans,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",995,other,15.97,1520,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H001,Level 2 Type A ED Visits,5022,APC,,,,,facility,outpatient,,,,,,BCBS,Tier 2 All Commercial Plans,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",995,other,15.97,1520,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H001,Level 2 Type A ED Visits,5022,APC,,,,,facility,outpatient,,,,,,Cigna,Baycare Other Commercial Plan,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",1520,other,15.97,1520,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H001,Level 2 Type A ED Visits,5022,APC,,,,,facility,outpatient,,,,,,Cigna,HMO,,45,,447.75,percent of total billed charges,15.97,1520,
H001,Level 2 Type A ED Visits,5022,APC,,,,,facility,outpatient,,,,,,Cigna,PPO,,60,,784.8,percent of total billed charges,15.97,1520,
H001,Level 2 Type A ED Visits,5022,APC,,,,,facility,outpatient,,,,,,Humana,All Commercial Plans,,50.3,,417.00,percent of total billed charges,15.97,1520,
H001,Level 2 Type A ED Visits,5022,APC,,,,,facility,outpatient,,,,,,Humana,Medicaid Managed Care Plan,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",336.41,other,15.97,1520,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H001,Level 2 Type A ED Visits,5022,APC,,,,,facility,outpatient,,,,,,Molina,Medicaid Managed Care Plan,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",332.61,other,15.97,1520,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H001,Level 2 Type A ED Visits,5022,APC,,,,,facility,outpatient,,,,,,Multiplan,All Commercial Plans,,78,,15.97,percent of total billed charges,15.97,1520,
H001,Level 2 Type A ED Visits,5022,APC,,,,,facility,outpatient,,,,,,PHCS,All Commercial Plans,,68,,180.07,percent of total billed charges,15.97,1520,
H001,Level 2 Type A ED Visits,5022,APC,,,,,facility,outpatient,,,,,,Simply Health,Healthy Kids Medicaid Managed Care Plan,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",316.02,other,15.97,1520,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H001,Level 2 Type A ED Visits,5022,APC,,,,,facility,outpatient,,,,,,Simply Health,Medicaid Managed Care Plan,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",337.07,other,15.97,1520,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H001,Level 2 Type A ED Visits,5022,APC,,,,,facility,outpatient,,,,,,SunShine,Medicaid Managed Care Plan,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",349.39,other,15.97,1520,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H001,Level 2 Type A ED Visits,5022,APC,,,,,facility,outpatient,,,,,,UnitedHealthCare,All Commercial Plans,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",1079.50,other,15.97,1520,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H001,Level 2 Type A ED Visits,5022,APC,,,,,facility,outpatient,,,,,,UnitedHealthCare,Medicaid Managed Care Plan,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",311.13,other,15.97,1520,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H001,Level 2 Type A ED Visits,5022,APC,,,,,facility,outpatient,,,,,,UnitedHealthCare,Neighborhood Health Partnership Other Commercial Plan,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",865,other,15.97,1520,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H001,Level 3 Type A ED Visits,5023,APC,,,,,facility,outpatient,,,,,,Aetna,All Commercial Plans,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",1670.06,other,285.75,1969.2,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H001,Level 3 Type A ED Visits,5023,APC,,,,,facility,outpatient,,,,,,Aetna,Better Health Medicaid Managed Care Plan,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",512.26,other,285.75,1969.2,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H001,Level 3 Type A ED Visits,5023,APC,,,,,facility,outpatient,,,,,,Aetna,Medicare Managed Care Plan,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",285.75,other,285.75,1969.2,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H001,Level 3 Type A ED Visits,5023,APC,,,,,facility,outpatient,,,,,,AvMed,All Commercial Plans,,54,,998.4,percent of total billed charges,285.75,1969.2,
H001,Level 3 Type A ED Visits,5023,APC,,,,,facility,outpatient,,,,,,BCBS,Tier 1 All Commercial Plans,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",1622.92,other,285.75,1969.2,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H001,Level 3 Type A ED Visits,5023,APC,,,,,facility,outpatient,,,,,,BCBS,Tier 2 All Commercial Plans,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",1659.15,other,285.75,1969.2,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H001,Level 3 Type A ED Visits,5023,APC,,,,,facility,outpatient,,,,,,Cigna,Baycare Other Commercial Plan,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",1292.71,other,285.75,1969.2,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H001,Level 3 Type A ED Visits,5023,APC,,,,,facility,outpatient,,,,,,Cigna,HMO,,45,,808.82,percent of total billed charges,285.75,1969.2,
H001,Level 3 Type A ED Visits,5023,APC,,,,,facility,outpatient,,,,,,Cigna,PPO,,60,,824.62,percent of total billed charges,285.75,1969.2,
H001,Level 3 Type A ED Visits,5023,APC,,,,,facility,outpatient,,,,,,Evolutions Healthcare,Select PPO,,90,,1969.2,percent of total billed charges,285.75,1969.2,
H001,Level 3 Type A ED Visits,5023,APC,,,,,facility,outpatient,,,,,,Humana,All Commercial Plans,,50.3,,484.78,percent of total billed charges,285.75,1969.2,
H001,Level 3 Type A ED Visits,5023,APC,,,,,facility,outpatient,,,,,,Humana,Exchange,,46.9,,587.97,percent of total billed charges,285.75,1969.2,
H001,Level 3 Type A ED Visits,5023,APC,,,,,facility,outpatient,,,,,,Humana,Medicaid Managed Care Plan,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",377.28,other,285.75,1969.2,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H001,Level 3 Type A ED Visits,5023,APC,,,,,facility,outpatient,,,,,,Molina,Medicaid Managed Care Plan,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",454.66,other,285.75,1969.2,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H001,Level 3 Type A ED Visits,5023,APC,,,,,facility,outpatient,,,,,,Multiplan,All Commercial Plans,,78,,997.00,percent of total billed charges,285.75,1969.2,
H001,Level 3 Type A ED Visits,5023,APC,,,,,facility,outpatient,,,,,,Prestige,Medicaid Managed Care Plan,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",569.1,other,285.75,1969.2,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H001,Level 3 Type A ED Visits,5023,APC,,,,,facility,outpatient,,,,,,PHCS,All Commercial Plans,,68,,707.76,percent of total billed charges,285.75,1969.2,
H001,Level 3 Type A ED Visits,5023,APC,,,,,facility,outpatient,,,,,,Simply Health,Healthy Kids Medicaid Managed Care Plan,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",422.57,other,285.75,1969.2,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H001,Level 3 Type A ED Visits,5023,APC,,,,,facility,outpatient,,,,,,Simply Health,Medicaid Managed Care Plan,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",387.27,other,285.75,1969.2,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H001,Level 3 Type A ED Visits,5023,APC,,,,,facility,outpatient,,,,,,SunShine,Medicaid Managed Care Plan,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",394.65,other,285.75,1969.2,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H001,Level 3 Type A ED Visits,5023,APC,,,,,facility,outpatient,,,,,,UnitedHealthCare,All Commercial Plans,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",1705.10,other,285.75,1969.2,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H001,Level 3 Type A ED Visits,5023,APC,,,,,facility,outpatient,,,,,,UnitedHealthCare,Medicaid Managed Care Plan,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",380.28,other,285.75,1969.2,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H001,Level 3 Type A ED Visits,5023,APC,,,,,facility,outpatient,,,,,,UnitedHealthCare,Neighborhood Health Partnership Other Commercial Plan,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",1482.84,other,285.75,1969.2,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H001,Level 4 Type A ED Visits,5024,APC,,,,,facility,outpatient,,,,,,Advent Health,All Commercial Plans,,70,,67.5,percent of total billed charges,67.5,2761.1,
H001,Level 4 Type A ED Visits,5024,APC,,,,,facility,outpatient,,,,,,Aetna,All Commercial Plans,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",2542,other,67.5,2761.1,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H001,Level 4 Type A ED Visits,5024,APC,,,,,facility,outpatient,,,,,,Aetna,Better Health Medicaid Managed Care Plan,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",777.4,other,67.5,2761.1,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H001,Level 4 Type A ED Visits,5024,APC,,,,,facility,outpatient,,,,,,AvMed,All Commercial Plans,,54,,1537.82,percent of total billed charges,67.5,2761.1,
H001,Level 4 Type A ED Visits,5024,APC,,,,,facility,outpatient,,,,,,BCBS,Tier 1 All Commercial Plans,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",2465,other,67.5,2761.1,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H001,Level 4 Type A ED Visits,5024,APC,,,,,facility,outpatient,,,,,,BCBS,Tier 2 All Commercial Plans,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",2465,other,67.5,2761.1,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H001,Level 4 Type A ED Visits,5024,APC,,,,,facility,outpatient,,,,,,Cigna,Baycare Other Commercial Plan,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",1520.00,other,67.5,2761.1,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H001,Level 4 Type A ED Visits,5024,APC,,,,,facility,outpatient,,,,,,Cigna,HMO,,45,,1517.78,percent of total billed charges,67.5,2761.1,
H001,Level 4 Type A ED Visits,5024,APC,,,,,facility,outpatient,,,,,,Cigna,PPO,,60,,1824.73,percent of total billed charges,67.5,2761.1,
H001,Level 4 Type A ED Visits,5024,APC,,,,,facility,outpatient,,,,,,Community Care Plan,Medicaid Managed Care Plan,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",1076.86,other,67.5,2761.1,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H001,Level 4 Type A ED Visits,5024,APC,,,,,facility,outpatient,,,,,,Gulf Coast Provider Network,All Commercial Plans,,75,,2538.27,percent of total billed charges,67.5,2761.1,
H001,Level 4 Type A ED Visits,5024,APC,,,,,facility,outpatient,,,,,,Humana,All Commercial Plans,,50.3,,1139.08,percent of total billed charges,67.5,2761.1,
H001,Level 4 Type A ED Visits,5024,APC,,,,,facility,outpatient,,,,,,Humana,Exchange,,46.9,,977.67,percent of total billed charges,67.5,2761.1,
H001,Level 4 Type A ED Visits,5024,APC,,,,,facility,outpatient,,,,,,Humana,Medicaid Managed Care Plan,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",522.92,other,67.5,2761.1,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H001,Level 4 Type A ED Visits,5024,APC,,,,,facility,outpatient,,,,,,Molina,Medicaid Managed Care Plan,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",779.55,other,67.5,2761.1,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H001,Level 4 Type A ED Visits,5024,APC,,,,,facility,outpatient,,,,,,Multiplan,All Commercial Plans,,78,,1010.27,percent of total billed charges,67.5,2761.1,
H001,Level 4 Type A ED Visits,5024,APC,,,,,facility,outpatient,,,,,,Prestige,Medicaid Managed Care Plan,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",853.65,other,67.5,2761.1,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H001,Level 4 Type A ED Visits,5024,APC,,,,,facility,outpatient,,,,,,PHCS,All Commercial Plans,,68,,941.76,percent of total billed charges,67.5,2761.1,
H001,Level 4 Type A ED Visits,5024,APC,,,,,facility,outpatient,,,,,,Simply Health,Healthy Kids Medicaid Managed Care Plan,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",619.04,other,67.5,2761.1,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H001,Level 4 Type A ED Visits,5024,APC,,,,,facility,outpatient,,,,,,Simply Health,Medicaid Managed Care Plan,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",537.87,other,67.5,2761.1,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H001,Level 4 Type A ED Visits,5024,APC,,,,,facility,outpatient,,,,,,SunShine,Medicaid Managed Care Plan,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",584.05,other,67.5,2761.1,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H001,Level 4 Type A ED Visits,5024,APC,,,,,facility,outpatient,,,,,,UnitedHealthCare,All Commercial Plans,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",2761.1,other,67.5,2761.1,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H001,Level 4 Type A ED Visits,5024,APC,,,,,facility,outpatient,,,,,,UnitedHealthCare,Medicaid Managed Care Plan,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",623.87,other,67.5,2761.1,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H001,Level 4 Type A ED Visits,5024,APC,,,,,facility,outpatient,,,,,,UnitedHealthCare,Neighborhood Health Partnership Other Commercial Plan,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",2356,other,67.5,2761.1,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H001,Level 5 Type A ED Visits,5025,APC,,,,,facility,outpatient,,,,,,Aetna,All Commercial Plans,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",2642,other,977.67,3623.06,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H001,Level 5 Type A ED Visits,5025,APC,,,,,facility,outpatient,,,,,,Aetna,Better Health Medicaid Managed Care Plan,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",1361.18,other,977.67,3623.06,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H001,Level 5 Type A ED Visits,5025,APC,,,,,facility,outpatient,,,,,,AvMed,All Commercial Plans,,54,,3623.06,percent of total billed charges,977.67,3623.06,
H001,Level 5 Type A ED Visits,5025,APC,,,,,facility,outpatient,,,,,,BCBS,Tier 1 All Commercial Plans,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",2470.87,other,977.67,3623.06,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H001,Level 5 Type A ED Visits,5025,APC,,,,,facility,outpatient,,,,,,BCBS,Tier 2 All Commercial Plans,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",2498.09,other,977.67,3623.06,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H001,Level 5 Type A ED Visits,5025,APC,,,,,facility,outpatient,,,,,,Cigna,Baycare Other Commercial Plan,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",1552.46,other,977.67,3623.06,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H001,Level 5 Type A ED Visits,5025,APC,,,,,facility,outpatient,,,,,,Cigna,HMO,,45,,2837.03,percent of total billed charges,977.67,3623.06,
H001,Level 5 Type A ED Visits,5025,APC,,,,,facility,outpatient,,,,,,Cigna,PPO,,60,,2851.77,percent of total billed charges,977.67,3623.06,
H001,Level 5 Type A ED Visits,5025,APC,,,,,facility,outpatient,,,,,,Humana,All Commercial Plans,,50.3,,1304.65,percent of total billed charges,977.67,3623.06,
H001,Level 5 Type A ED Visits,5025,APC,,,,,facility,outpatient,,,,,,Humana,Exchange,,46.9,,977.67,percent of total billed charges,977.67,3623.06,
H001,Level 5 Type A ED Visits,5025,APC,,,,,facility,outpatient,,,,,,Humana,Medicaid Managed Care Plan,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",1057.83,other,977.67,3623.06,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H001,Level 5 Type A ED Visits,5025,APC,,,,,facility,outpatient,,,,,,Molina,Medicaid Managed Care Plan,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",1118.36,other,977.67,3623.06,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
