hospital_id,description,code1,code1_type,code2,code2_type,code3,code3_type,billing_class,setting,drug_unit_of_measurement,drug_type_of_measurement,modifiers,standard_charge_gross,standard_charge_discounted_cash,payer_name,plan_name,standard_charge_negotiated_dollar,standard_charge_negotiated_percentage,standard_charge_negotiated_algorithm,estimated_amount,standard_charge_methodology,standard_charge_min,standard_charge_max,additional_generic_notes
H002,Level 1 Type A ED Visits,5021,APC,,,,,facility,outpatient,,,,,,Johns Hopkins Health Plans,EHP PPO,,66,,465.31,percent of total billed charges,6.63,1464.8,
H002,Level 1 Type A ED Visits,5021,APC,,,,,facility,outpatient,,,,,,Johns Hopkins Health Plans,USFHP Government,,70,,215.46,percent of total billed charges,6.63,1464.8,
H002,Level 1 Type A ED Visits,5021,APC,,,,,facility,outpatient,,,,,,Kaiser,All Commercial Plans,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",401.64,other,6.63,1464.8,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H002,Level 1 Type A ED Visits,5021,APC,,,,,facility,outpatient,,,,,,Medstar - DC,Medicaid Managed Care Plan,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",376.08,other,6.63,1464.8,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H002,Level 1 Type A ED Visits,5021,APC,,,,,facility,outpatient,,,,,,PHCS/Multiplan,Supplementary Network All Commercial Plans,,82.1,,6.63,percent of total billed charges,6.63,1464.8,
H002,Level 1 Type A ED Visits,5021,APC,,,,,facility,outpatient,,,,,,Priority Partners,Medicaid Managed Care Plan,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",151.29,other,6.63,1464.8,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H002,Level 1 Type A ED Visits,5021,APC,,,,,facility,outpatient,,,,,,UnitedHealthCare,Behavioral Health Plan,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",1464.8,other,6.63,1464.8,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H002,Level 1 Type A ED Visits,5021,APC,,,,,facility,outpatient,,,,,,United Healthcare - MD,Medicaid Managed Care Plan,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",151.29,other,6.63,1464.8,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H002,Level 1 Type A ED Visits,5021,APC,,,,,facility,outpatient,,,,,,UnitedHealthCare,Medicare Managed Care Plan,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",85.08,other,6.63,1464.8,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H002,Level 1 Type A ED Visits,5021,APC,,,,,facility,outpatient,,,,,,UnitedHealthCare,Non-Options All Commercial Plans,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",153.5,other,6.63,1464.8,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H002,Level 1 Type A ED Visits,5021,APC,,,,,facility,outpatient,,,,,,UnitedHealthCare,Options PPO,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",168.67,other,6.63,1464.8,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H002,Level 2 Type A ED Visits,5022,APC,,,,,facility,outpatient,,,,,,Aetna,HMO,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",667.22,other,40,1035,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H002,Level 2 Type A ED Visits,5022,APC,,,,,facility,outpatient,,,,,,Aetna,Medicare Managed Care Plan,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",164.28,other,40,1035,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H002,Level 2 Type A ED Visits,5022,APC,,,,,facility,outpatient,,,,,,Aetna,PPO,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",762.33,other,40,1035,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H002,Level 2 Type A ED Visits,5022,APC,,,,,facility,outpatient,,,,,,Amerigroup - DC,Medicaid Managed Care Plan,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",401.64,other,40,1035,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H002,Level 2 Type A ED Visits,5022,APC,,,,,facility,outpatient,,,,,,AmeriHealth Caritas - DC,Medicaid Managed Care Plan,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",413.20,other,40,1035,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H002,Level 2 Type A ED Visits,5022,APC,,,,,facility,outpatient,,,,,,BCBS,CareFirst HMO,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",566.06,other,40,1035,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H002,Level 2 Type A ED Visits,5022,APC,,,,,facility,outpatient,,,,,,BCBS,CareFirst PPO,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",730.5,other,40,1035,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H002,Level 2 Type A ED Visits,5022,APC,,,,,facility,outpatient,,,,,,Cigna,HMO,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",630,other,40,1035,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H002,Level 2 Type A ED Visits,5022,APC,,,,,facility,outpatient,,,,,,Cigna,LifeSource Bundled Rate Transplant,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",629.46,other,40,1035,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H002,Level 2 Type A ED Visits,5022,APC,,,,,facility,outpatient,,,,,,Cigna,PPO,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",583.8,other,40,1035,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H002,Level 2 Type A ED Visits,5022,APC,,,,,facility,outpatient,,,,,,First Health/Coventry,First Health PPO,,90,,1035,percent of total billed charges,40,1035,
H002,Level 2 Type A ED Visits,5022,APC,,,,,facility,outpatient,,,,,,Johns Hopkins Health Plans,EHP PPO,,66,,678.00,percent of total billed charges,40,1035,
H002,Level 2 Type A ED Visits,5022,APC,,,,,facility,outpatient,,,,,,Johns Hopkins Health Plans,Medicare Managed Care Plan,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",131.39,other,40,1035,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H002,Level 2 Type A ED Visits,5022,APC,,,,,facility,outpatient,,,,,,Johns Hopkins Health Plans,USFHP Government,,70,,472.34,percent of total billed charges,40,1035,
H002,Level 2 Type A ED Visits,5022,APC,,,,,facility,outpatient,,,,,,Kaiser,All Commercial Plans,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",712.13,other,40,1035,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H002,Level 2 Type A ED Visits,5022,APC,,,,,facility,outpatient,,,,,,Kaiser,Medicare Managed Care Plan,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",68.66,other,40,1035,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H002,Level 2 Type A ED Visits,5022,APC,,,,,facility,outpatient,,,,,,Medstar - DC,Medicaid Managed Care Plan,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",376.08,other,40,1035,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H002,Level 2 Type A ED Visits,5022,APC,,,,,facility,outpatient,,,,,,PHCS/Multiplan,Supplementary Network All Commercial Plans,,82.1,,634.05,percent of total billed charges,40,1035,
H002,Level 2 Type A ED Visits,5022,APC,,,,,facility,outpatient,,,,,,Priority Partners,Medicaid Managed Care Plan,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",302.37,other,40,1035,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H002,Level 2 Type A ED Visits,5022,APC,,,,,facility,outpatient,,,,,,PHCS,Primary Network All Commercial Plans,,66,,584.86,percent of total billed charges,40,1035,
H002,Level 2 Type A ED Visits,5022,APC,,,,,facility,outpatient,,,,,,UnitedHealthCare,Behavioral Health Plan,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",40,other,40,1035,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H002,Level 2 Type A ED Visits,5022,APC,,,,,facility,outpatient,,,,,,UnitedHealthCare,MDIPA and Optimum Choice (MAMSI) Other Commercial Plan,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",289.96,other,40,1035,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H002,Level 2 Type A ED Visits,5022,APC,,,,,facility,outpatient,,,,,,United Healthcare - MD,Medicaid Managed Care Plan,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",509.35,other,40,1035,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H002,Level 2 Type A ED Visits,5022,APC,,,,,facility,outpatient,,,,,,UnitedHealthCare,Medicare Managed Care Plan,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",168.66,other,40,1035,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H002,Level 2 Type A ED Visits,5022,APC,,,,,facility,outpatient,,,,,,UnitedHealthCare,Non-Options All Commercial Plans,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",310.72,other,40,1035,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H002,Level 2 Type A ED Visits,5022,APC,,,,,facility,outpatient,,,,,,UnitedHealthCare,Options PPO,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",490.38,other,40,1035,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H002,Level 2 Type A ED Visits,5022,APC,,,,,facility,outpatient,,,,,,UnitedHealthCare,VA CCN Government,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",119.36,other,40,1035,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H002,Level 3 Type A ED Visits,5023,APC,,,,,facility,outpatient,,,,,,Aetna,HMO,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",1517.46,other,403.16,2481.73,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H002,Level 3 Type A ED Visits,5023,APC,,,,,facility,outpatient,,,,,,Aetna,Medicare Managed Care Plan,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",419.89,other,403.16,2481.73,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H002,Level 3 Type A ED Visits,5023,APC,,,,,facility,outpatient,,,,,,Aetna,PPO,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",1653.18,other,403.16,2481.73,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H002,Level 3 Type A ED Visits,5023,APC,,,,,facility,outpatient,,,,,,Amerigroup - DC,Medicaid Managed Care Plan,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",644.17,other,403.16,2481.73,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H002,Level 3 Type A ED Visits,5023,APC,,,,,facility,outpatient,,,,,,AmeriHealth Caritas - DC,Medicaid Managed Care Plan,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",672.75,other,403.16,2481.73,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H002,Level 3 Type A ED Visits,5023,APC,,,,,facility,outpatient,,,,,,BCBS,CareFirst HMO,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",1401.5,other,403.16,2481.73,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H002,Level 3 Type A ED Visits,5023,APC,,,,,facility,outpatient,,,,,,BCBS,CareFirst PPO,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",1553.73,other,403.16,2481.73,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H002,Level 3 Type A ED Visits,5023,APC,,,,,facility,outpatient,,,,,,Cigna,HMO,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",1111,other,403.16,2481.73,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H002,Level 3 Type A ED Visits,5023,APC,,,,,facility,outpatient,,,,,,Cigna,PPO,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",1113,other,403.16,2481.73,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H002,Level 3 Type A ED Visits,5023,APC,,,,,facility,outpatient,,,,,,First Health/Coventry,First Health PPO,,90,,1085.24,percent of total billed charges,403.16,2481.73,
H002,Level 3 Type A ED Visits,5023,APC,,,,,facility,outpatient,,,,,,Geisinger,PPO,,80,,1885.22,percent of total billed charges,403.16,2481.73,
H002,Level 3 Type A ED Visits,5023,APC,,,,,facility,outpatient,,,,,,Humana,Choice Care PPO,,70,,437.54,percent of total billed charges,403.16,2481.73,
H002,Level 3 Type A ED Visits,5023,APC,,,,,facility,outpatient,,,,,,Johns Hopkins Health Plans,EHP PPO,,66,,2027.52,percent of total billed charges,403.16,2481.73,
H002,Level 3 Type A ED Visits,5023,APC,,,,,facility,outpatient,,,,,,Johns Hopkins Health Plans,Medicare Managed Care Plan,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",422.27,other,403.16,2481.73,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H002,Level 3 Type A ED Visits,5023,APC,,,,,facility,outpatient,,,,,,Johns Hopkins Health Plans,USFHP Government,,70,,1319.5,percent of total billed charges,403.16,2481.73,
H002,Level 3 Type A ED Visits,5023,APC,,,,,facility,outpatient,,,,,,Kaiser,All Commercial Plans,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",2274.06,other,403.16,2481.73,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H002,Level 3 Type A ED Visits,5023,APC,,,,,facility,outpatient,,,,,,Kaiser,Medicare Managed Care Plan,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",408.59,other,403.16,2481.73,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H002,Level 3 Type A ED Visits,5023,APC,,,,,facility,outpatient,,,,,,Medstar - DC,Medicaid Managed Care Plan,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",621.98,other,403.16,2481.73,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H002,Level 3 Type A ED Visits,5023,APC,,,,,facility,outpatient,,,,,,PHCS/Multiplan,Supplementary Network All Commercial Plans,,82.1,,1111.33,percent of total billed charges,403.16,2481.73,
H002,Level 3 Type A ED Visits,5023,APC,,,,,facility,outpatient,,,,,,Optum,Bundled Rate All Commercial Plans,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",2481.73,other,403.16,2481.73,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H002,Level 3 Type A ED Visits,5023,APC,,,,,facility,outpatient,,,,,,Priority Partners,Medicaid Managed Care Plan,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",1279.74,other,403.16,2481.73,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H002,Level 3 Type A ED Visits,5023,APC,,,,,facility,outpatient,,,,,,PHCS,Primary Network All Commercial Plans,,66,,1387.35,percent of total billed charges,403.16,2481.73,
H002,Level 3 Type A ED Visits,5023,APC,,,,,facility,outpatient,,,,,,UnitedHealthCare,Behavioral Health Plan,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",786.6,other,403.16,2481.73,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H002,Level 3 Type A ED Visits,5023,APC,,,,,facility,outpatient,,,,,,UnitedHealthCare,MDIPA and Optimum Choice (MAMSI) Other Commercial Plan,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",873.98,other,403.16,2481.73,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H002,Level 3 Type A ED Visits,5023,APC,,,,,facility,outpatient,,,,,,United Healthcare - MD,Medicaid Managed Care Plan,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",550.59,other,403.16,2481.73,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H002,Level 3 Type A ED Visits,5023,APC,,,,,facility,outpatient,,,,,,UnitedHealthCare,Medicare Managed Care Plan,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",403.16,other,403.16,2481.73,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H002,Level 3 Type A ED Visits,5023,APC,,,,,facility,outpatient,,,,,,UnitedHealthCare,Non-Options All Commercial Plans,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",721.18,other,403.16,2481.73,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
H002,Level 3 Type A ED Visits,5023,APC,,,,,facility,outpatient,,,,,,UnitedHealthCare,Options PPO,,,"Conditional payment logic at the claim level including numerous contracting methods, hierarchical applications, and service utilization requirements.",757.4,other,403.16,2481.73,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The estimated allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer’s algorithm."
